size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
32768,8192,float,sum,-1,33.89,0.97,1.69,0,33.46,0.98,1.71,0
65536,16384,float,sum,-1,62.33,1.05,1.84,0,61.60,1.06,1.86,0
131072,32768,float,sum,-1,65.66,2.00,3.49,0,65.64,2.00,3.49,0
262144,65536,float,sum,-1,98.48,2.66,4.66,0,97.55,2.69,4.70,0
524288,131072,float,sum,-1,172.1,3.05,5.33,0,172.2,3.04,5.33,0
1048576,262144,float,sum,-1,258.2,4.06,7.11,0,256.7,4.09,7.15,0
2097152,524288,float,sum,-1,134.7,15.57,27.24,0,133.4,15.72,27.50,0
4194304,1048576,float,sum,-1,211.9,19.79,34.64,0,213.5,19.65,34.38,0
8388608,2097152,float,sum,-1,353.7,23.72,41.51,0,337.8,24.83,43.46,0
16777216,4194304,float,sum,-1,552.7,30.35,53.12,0,554.8,30.24,52.92,0
33554432,8388608,float,sum,-1,883.3,37.99,66.48,0,882.1,38.04,66.57,0
67108864,16777216,float,sum,-1,1451.4,46.24,80.92,0,1382.3,48.55,84.96,0
134217728,33554432,float,sum,-1,2329.3,57.62,100.84,0,2293.1,58.53,102.43,0
268435456,67108864,float,sum,-1,3762.6,71.34,124.85,0,3819.8,70.28,122.98,0
536870912,134217728,float,sum,-1,6712.5,79.98,139.97,0,6679.2,80.38,140.66,0
1073741824,268435456,float,sum,-1,12482,86.02,150.54,0,12470,86.11,150.69,0
2147483648,536870912,float,sum,-1,24135,88.98,155.71,0,24102,89.10,155.93,0
4294967296,1073741824,float,sum,-1,47217,90.96,159.18,0,47295,90.81,158.92,0
8,2,float,sum,-1,16.11,0.00,0.00,0,15.11,0.00,0.00,0
16,4,float,sum,-1,15.16,0.00,0.00,0,15.27,0.00,0.00,0
32,8,float,sum,-1,15.24,0.00,0.00,0,15.22,0.00,0.00,0
64,16,float,sum,-1,16.69,0.00,0.01,0,16.53,0.00,0.01,0
128,32,float,sum,-1,25.76,0.00,0.01,0,25.23,0.01,0.01,0
256,64,float,sum,-1,25.92,0.01,0.02,0,25.39,0.01,0.02,0
512,128,float,sum,-1,26.20,0.02,0.03,0,26.03,0.02,0.03,0
1024,256,float,sum,-1,27.16,0.04,0.07,0,26.65,0.04,0.07,0
2048,512,float,sum,-1,27.82,0.07,0.13,0,27.80,0.07,0.13,0
4096,1024,float,sum,-1,31.01,0.13,0.23,0,30.20,0.14,0.24,0
8192,2048,float,sum,-1,31.14,0.26,0.46,0,30.50,0.27,0.47,0
16384,4096,float,sum,-1,31.64,0.52,0.91,0,30.57,0.54,0.94,0
